OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip
"6,573",2018-009384PRJ,07/06/2018 12:00:00 AM +0000,Under Review,,716 COLE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,716 COLE ST,REMOVE (E) REAR EXTERIOR STAIR SERVING (2) FLRS. REPLACE W/ (N) STAIRS SERVING (3) FLRS. ADD REAR DECKS ON (3) LEVELS. RAISE ROOF ON TOP 4TH FLR REAR BEDROOM TO INCREASE BEDROOM AREA WITHIN BLDG FOOTPRINT,EGORDON,Planning,San Francisco,Ca,94117
"49,107",2015-010423PRJ,08/13/2015 12:00:00 AM +0000,Under Review,,1567 SLOAT BLVD 94132,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1567 SLOAT BLVD,Change of use from a vacant Formula Retail electronics store (Radio Shack) to a Formula Retail wireless electronics retail store.,TKENNEDY,Planning,San Francisco,Ca,94132
"65,354",2014.048,04/01/2014 12:00:00 AM +0000,Under Review,,"410 BUSH ST, SAN FRANCISCO, CA 94108",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,410 BUSH ST,Replacement of existing steel windows (casement with transom).,,Planning,San Francisco,Ca,94108
615,2018-016489PIC,12/07/2018 12:00:00 AM +0000,Consultation,,559 37TH AVE 94121,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,559 37th Ave,559 37th Ave - UDU,NKWIATKO,Planning,San Francisco,Ca,94121
"2,926",2018-013963PRJ,10/09/2018 12:00:00 AM +0000,Submitted,,855 GEARY ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,855 GEARY ST,"Conversion of one floor (the ground floor) of an existing two-story-over-basement
parking garage from private to public use, for a total of 60 automobile parking spaces (valeted) converted from
private to public use.",LCALMESE,Planning,San Francisco,Ca,94109
"30,084",2016-015019PRJ,11/21/2016 12:00:00 AM +0000,Under Review,,500 SUTTER ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,500 SUTTER ST,"ERECT NON ELECTRIC, DOUBLE-FACED, NON-ILLUMINATED, REPLACEMENT SIGN",FMCMILLE,Planning,San Francisco,Ca,94108
"58,505",2014-002891PRJ,12/17/2014 12:00:00 AM +0000,Under Review,,520 CARTER ST 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,520 Carter Street,"Construction of two three-story, two-unit buidlings on the existing vacant lot.",MPUTRA,Planning,San Francisco,Ca,94134
380,2018-016833PRJ,12/13/2018 12:00:00 AM +0000,Accepted,,45 BROAD ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,45 Broad Street,ADD (N) 3RD STORY. CREATE (N) 3RD STORY REAR DECK. CONVERT (E) STAIRWAY TO 3RD STORY. ADD 2ND STAIRS @ REAR.,DWASHING,Planning,San Francisco,Ca,94112
"20,204",2017-009334PRJ,07/21/2017 12:00:00 AM +0000,Open,,71 02ND ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,71 2nd Street - AT&T,AT&T Personal Wireless Facility on a SFMTA  owned light pole within public right of way.,AWOODS,Planning,San Francisco,Ca,94105
"52,947",2014-002181PRJ,05/15/2015 12:00:00 AM +0000,Under Review,,2670 GEARY BLVD 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2670 Geary Boulevard,"Demolition of a 1-story Restaurant and construction of new a seven story mixed-use building composed of three stories with 21, two-four bedroom residential dwelling units, three stories of office space, one story commercial space and 3 levels of subterranean parking. The proposed building conforms to the maximum floor area allowed for the commercial and office spaces and the residential stories conform to the bulk requirements per NC-3 zoning. Qualifying private open space is included for each residence as well as a common roof top deck. The proposed project will seek a variance to reduce the required parking count to approx. 50% of what is required for mixed use building in NC-3 zoning.",CMAY,Planning,San Francisco,Ca,94118
"61,848",2014.1341,09/02/2014 12:00:00 AM +0000,Under Review,,"888 HOWARD ST, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,888 HOWARD ST,"The proposal is to amend Section 309, motion 15421 approving the hotel to allow the replacement of the existing on-site publicly accessible open spaces with a fee payment.",,Planning,San Francisco,Ca,
"79,242",2012.0203,02/29/2012 12:00:00 AM +0000,Under Review,04/10/2015 12:00:00 AM +0000,100 HOOPER ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,100 HOOPER Street (aka 1000 7th Street),"The Project Sponsor proposes to replace the propertys existing mini-storage with truck rental use with three new four-story buildings, up to 58 feet in height. These new buildings consist of a stand-alone, 100% PDR Building that includes 56,402 sf of of PDR space and two rectangular-shaped buildings (the North Building and South Building) that will contain approximately 86,382 sf of high-ceiling mezzanine PDR space at the ground floor and approximately 284,471 sf of office/institutional space on the upper floors. The project may also offer shared retail space accessory to the sites PDR uses. It will also include approximately 41,600 sf of open space, consisting of, 1) a 40-foot wide interior linear courtyard that will provide loading access, natural light and air to the interior, 2) an approximately 10,000 sf privately-owned, publically-accessible open space (the POPOS Plaza) on the propertys southwestern corner, adjacent to the adjoining California College of the Arts (CCA) campus. The Project Sponsor has partnered with CCA and SFMade, a non-profit organization focused on building San Franciscos economic base by developing the local manufacturing sector, on the projects design and implementation, including preparation of a PDR Business Plan (the Business Plan). The Business Plan outlines strategies for providing a flexible PDR space typology mix, designing office spaces attractive to design-related technology and engineering firms, engaging strategic partners at all phases of development and in on-going operations, and focusing on access and pathways to deliver PDR jobs to the community.",CTOWNES,Planning,San Francisco,Ca,94107
"62,900",2014.1091Y,07/14/2014 12:00:00 AM +0000,On Hold,,"41 TEHAMA ST, SAN FRANCISCO, CA 94105",Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,41 TEHAMA ST,Notice of Use for Transferable Development Rights,CGROB,Planning,San Francisco,Ca,94105
"4,090",2018-012393PIC,09/11/2018 12:00:00 AM +0000,Consultation,,3528 FULTON ST 94118,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,3528 Fulton - UDU Screening - UDU Found,UDU Screening. UDU Found on property.,DGANETSO,Planning,San Francisco,Ca,94118
"63,884",2014.0815,05/30/2014 12:00:00 AM +0000,Under Review,,"1542 GUERRERO ST, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1542 - 1546 GUERRERO ST,"Variance request to the Rear Yard, Lot Size, Usable Open Space, and Off Street Parking requirements to permit a subdivision.",,Planning,San Francisco,Ca,
"20,109",2017-009490PRJ,07/25/2017 12:00:00 AM +0000,Under Review,,669 MADRID ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,667-669 MADRID ST,"NEW CONSTRUCTION OF A 3-STORY, 2 UNIT RESIDENTIAL BUILDING.",CTOWNES,Planning,San Francisco,Ca,94112
"38,237",2016-005575PRJ,04/29/2016 12:00:00 AM +0000,Open,,1769 FULTON ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1769 Fulton Street,Proposed demolition of (E) restaurant. (N) construction of 4 residential units over retail.,,Planning,San Francisco,Ca,94117
"15,739",2018-003436PRJ,11/08/2017 12:00:00 AM +0000,Open,,906 VALLEJO ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,906 VALLEJO STREET,Existing exterior stairs enclosure from ground floor to roof. Roof cover of existing exterior stairs.,VBYRD,Planning,San Francisco,Ca,94133
"20,867",2018-001448PRJ,07/07/2017 12:00:00 AM +0000,Under Review,,2335 GOLDEN GATE AVE 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2335 GOLDEN GATE AVENUE,"The University of San Francisco (USF) proposes alterations to the War Memorial Gymnasium Building (WMG) on its main campus. Address longstanding neighborhood concerns related to crowds congregation along Golden Gate Avenue for events and daily use-crowd noise, traffic, pedestrian safety, etc. Provide a new entrance lobby to WMG internal to campus away from Golden Gate Avenue. Provide a new event space withing WMG for upgraded basket ball spectating as well as related events and athletic display space. Upgrade mechanical, electrical and plumbing systems (MEP).",MWOODS,Planning,San Francisco,Ca,94117
"31,794",2016-003994PRJ,10/07/2016 12:00:00 AM +0000,Under Review,,55 BELCHER ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,55 BELCHER ST,"Proposed new construction of a 4-story building with 25 residential units ( 4 studio units 6 one-bedroom units, 14 two-bedroom units & a shared open space at roof)
The PPA was submitted on 3/23/16 and the 90 day deadline is 6/21/16.",,Planning,San Francisco,Ca,94114
"2,067",2018-014749PRJ,10/29/2018 12:00:00 AM +0000,Under Review,,30 FAIR OAKS ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,30 FAIR OAKS ST - SPRINT WTS MODIFICATION,,VLEWIS,Planning,San Francisco,Ca,94110
"6,901",2018-009034PRJ,06/27/2018 12:00:00 AM +0000,Under Review,,1218 11TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1218 11TH AVE,ADDING INTERIOR ELEVATOR FROM GROUND FL TO 3 STOP. TOTAL 2 STOP GROUND FLOOR ENCLOSED - 1ST FL SMALL LIGHTWELL - 2ND FLOOR OPEN NORTH-EAST-SOUTH SIDES. ADDING 240 110 ELECTRICAL DISCONECT CONNECTION IN THE GARAGE. MAHER NA,MPUTRA,Planning,San Francisco,Ca,94122
"11,768",2018-002839PRJ,02/26/2018 12:00:00 AM +0000,Under Review,,706 MISSION ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,706 MISSION ST,Minor Permit to Alter application for exterior lighting for the historic Aronson bldg.,RSALGADO,Planning,San Francisco,Ca,94103
"3,319",2018-013248PRL,09/27/2018 12:00:00 AM +0000,Under Review,,1465 25TH ST 94107,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1465 25th St - Sprint  Wireless WTS Facility,Sprint is requesting approval of wireless facility modification,AWOODS,Planning,San Francisco,Ca,94107
"2,345",2018-014727PRJ,10/22/2018 12:00:00 AM +0000,Submitted,,921 OFARRELL ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,921 OFARRELL ST,The project proposes demolition of the existing 2 story commercial building and construction of a 14-story (+130 feet) residential tower with ground floor commercial and common space.,LCALMESE,Planning,San Francisco,Ca,94109
"10,850",2018-003897PRJ,03/20/2018 12:00:00 AM +0000,Under Review,,2441 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2441 MISSION ST,Administrative Change of Use Only - From Institutional M.C.D. to Retail Recreational Cannabis.  Previous BPA 2010.06.16.4621.  No Construction,MCHRISTE,Planning,San Francisco,Ca,94110
"31,929",2016-012545PRJ,10/04/2016 12:00:00 AM +0000,Under Review,,4840 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4840 Mission Street,"Development of a mixed-use Affordable Housing project with 114 Affordable units, 20 Market Rate units, 24 parking spaces, 110 bicycle spaces with open space on 2 lots with 21 buildings.  Project is applying for the State Density Bonus.",,Planning,San Francisco,Ca,94112
"38,244",2016-005623PRJ,04/29/2016 12:00:00 AM +0000,Under Review,,2952 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2952 FOLSOM ST,"CONVERT STORAGE AREAS INTO TWO NEW RESIDENTIAL UNITS.  COMPLY WITH SAN FRANCISCO WOOD FRAME SEISMIC RETROFIT PROGRAM (SOFT STORY), SFBC CHAPTER 34B, PER 2012 IEBC APPENDIX A-4.",DWEISSGL,Planning,San Francisco,Ca,94110
"41,971",2016-001143PRJ,01/25/2016 12:00:00 AM +0000,Under Review,,301 SUTTER ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,301 SUTTER ST,ERECT (2) NON-ELECTRIC DOUBLE FACED PROJECTING SIGNS. INSTALL NON-ELECTRIC VINYL WINDOW GRAPHIC AT TRANSOM OVER ENTRY. PAINT BUILDING.,JVIMR,Planning,San Francisco,Ca,94108
"16,306",2017-013745PRJ,10/25/2017 12:00:00 AM +0000,Under Review,,443 FOLSOM ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,443 FOLSOM ST,"Project proposal is rehabilitation of building, including upgrades to structural and electrical systems, repair and replacement of deteriorated exterior materials, The structural system of the shed will be upgraded with new wood framing, corrugated metal panes to match the appearance of the existing cladding will placed at the exterior.",NKWIATKO,Planning,San Francisco,Ca,94105
"32,385",2016-012316PRL,09/22/2016 12:00:00 AM +0000,Open,,89 ELSIE ST 94110,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,89 ELSIE ST,replace windows in kind: 7 front; 4 rear.,DWINSLOW,Planning,San Francisco,Ca,94110
"55,820",2015-002604PRJ,03/04/2015 12:00:00 AM +0000,Accepted,,667 FOLSOM ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,"667 Folsom St, 120 Hawthorne St, 126 Hawthorne St","The proposed project includes demolition of the existing 17,727 sq. ft. office building at 667 Folsom Street and the existing 8,187 sq. ft. industrial building at 126 Hawthorne Street, merger with the parcel at 120 Hawthorne Street and construction of a 192,771 sq. ft., 130-ft. tall, thirteen-story mixed-use building that would front Folsom and Hawthorne Streets. The new development would include 8,873 sq. ft. of ground floor retail commercial space and 230 dwelling units with a mix of 59 Single Room Occupancy (SRO), 48 studio, 24 one-bedroom, 91 two-bedroom and eight three-bedroom units. The project also includes a total of 14,050 square feet of open space on the first through ninth floors and rooftop, 133 Class 1 bicycle parking spaces at the ground floor and fifteen Class 2 spaces as part of the projects required streetscape plan. No vehicular parking is proposed for this development",DVU,Planning,San Francisco,Ca,94107
"56,445",2015-001808PRJ,02/18/2015 12:00:00 AM +0000,Under Review,,711 VAN NESS AVE 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,711 VAN NESS AVE,Change of use from accessory parking to public parking.,WFARRENS,Planning,San Francisco,Ca,94102
600,2017-012697PRJ,12/10/2018 12:00:00 AM +0000,Accepted,,"3944 A GEARY BLVD, #UPPER 94118",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3940A Geary Blvd,To legalize a change of use to a massage establishment.,EGORDON,Planning,San Francisco,Ca,94118
10,2018-017250PRL,12/26/2018 12:00:00 AM +0000,Open,,414 SUTTER ST 94108,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,400 SUTTER ST,"Minor TI to existing retail space for (n) ice cream/tea shop. New electrical, flooring and finishes. Seating in existing mezzanine. Meets transparency guidelines. No change of use/no other work under this permit. Signage under separate permit.",MLANGLIE,Planning,San Francisco,Ca,94108
"42,149",2016-000826PRJ,01/20/2016 12:00:00 AM +0000,Under Review,,1670 ARMSTRONG AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1670 Armstrong Ave,TO ERECT 4 STORIES OF 3 DWELLING UNIT TYPE 5 CONSTRUCTION.,MCHRISTE,Planning,San Francisco,Ca,94124
"62,363",2014.144,08/11/2014 12:00:00 AM +0000,Under Review,,"735 CLAYTON ST, SAN FRANCISCO, CA 94117",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,735 CLAYTON ST,2 Air Space subdivision,,Planning,San Francisco,Ca,94117
"10,384",2018-004508PRJ,03/30/2018 12:00:00 AM +0000,Under Review,,2057 MARKET ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2057 MARKET ST,CHANGE OF USE FROM MCD TO CANNABIS RETAIL ESTABLISHMENT PER PLANNING CODE SECTION 190. REF PA# 2017/12/06/5647 CHANGE OF USE FROM NAIL SALON TO MCD STILL UNDER REVIEW. ** MAHER: N/A **,BHICKS,Planning,San Francisco,Ca,94114
"34,479",2016-009969PRJ,08/01/2016 12:00:00 AM +0000,Under Review,,2100 MARKET ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2100 MARKET ST,"TO ERECT 7 STORIES, NO BASEMENT, 60 UNITS RESIDENTIAL WITH MIX USE TYPE 1 CONSTRUCTION.",JHORN,Planning,San Francisco,Ca,94114
