OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module
"1,363",2018-015607PRL,11/15/2018 12:00:00 AM +0000,Under Review,,1763 STOCKTON ST 94133,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1763 Stockton Street - ATT WTS Facility,ATT is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning
"25,691",2017-003243PRJ,03/16/2017 12:00:00 AM +0000,Under Review,,1521 MASONIC AVE 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1521 MASONIC AVE,Variance request from the rear-yard requirement to permit infill at the rear corner of an existing SFH.,,Planning
"6,255",2018-009844PRJ,07/16/2018 12:00:00 AM +0000,Under Review,08/20/2018 12:00:00 AM +0000,815 30TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,815 30TH AVENUE,"NEW LIGHT WELL INFILL, NEW EXTERIOR ENTRY DOOR, NEW SKYLIGHTS (6), NEW OPENING AT LOWER LEVEL REAR, FACADE CHANGE AT FRONT.",,Planning
"63,327",2014.0969,06/25/2014 12:00:00 AM +0000,Under Review,,2889 JENNINGS ST 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1298 Fitzgerald Ave / 2889 Jennings St,"Demolition of an existing 2,190 sq. ft. dwelling and construction of a four-story, 22,803 sq. ft. nine-unit dwelling with ten off-street parking spaces and 1,.975 sf of combined private/common open space.",MCHRISTE,Planning
"17,855",2017-011977PRJ,09/19/2017 12:00:00 AM +0000,Under Review,,3145 JACKSON ST 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3145-3147 Jackson Street,Excavate for new garage and basement. Demolish existing front masonry switch back stairs and walls. Construct new masonry entry stairs up to garden terrace. Demolish and replace wood stairs leading to unit 3147. Relocate front porch to suit new entry heights. Excavate rear yard for unit 3145 use. New penthouse.,LAJELLO,Planning
"16,126",2017-014685PRJ,10/30/2017 12:00:00 AM +0000,Open,,1101 09TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,SF REC & PARK - Golden Gate Park (Stanyan Street Frontage),SF REC & PARK: Golden Gate Park Stanyan Street Frontage Improvement Project - Kiosk Improvement Area; Stanyan Street Frontage Improvements; Page Street & Haight Street Entrance Areas; Oak Woodland Improvements.,VBYRD,Planning
"8,780",2018-007764PRJ,05/09/2018 12:00:00 AM +0000,Submitted,,3641 CALIFORNIA ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3641 CALIFORNIA STREET,"Project consist of the demolition of the existing two-story institutional building (currently used as doctors offices) and surface parking lot, and the construction of a new four-story building with 6 dwelling units, 6 off-street parking spaces, 7 Class 1 bicycle spaces, and ground floor retail. The building will be 18,030 s/f in size, with 872 s/f of retail, 3,058 s/f of parking, and 14,100 s/f of residential uses.",VBYRD,Planning
"2,171",2018-014693PIC,10/26/2018 12:00:00 AM +0000,Consultation,,1 SCOTT ST 94117,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1 SCOTT STREET,ADU c4,DGANETSO,Planning
"61,722",2014.1375,09/09/2014 12:00:00 AM +0000,Under Review,,,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,DPW Official Sidewalk Change 280 Beal Street,Transbay Block 6 (280 Beale Street) is a mixed-use 35 story tower and affordable mid-rise housing development with street-front retail.  Transbay Block 7 (255 Fremont Street) consists .,,Planning
"1,320",2018-015695PRL,11/16/2018 12:00:00 AM +0000,Under Review,,2 HENRY ADAMS ST 94103,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,2 Henry Adams - ATT WTS Facility,ATT is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning
"3,049",2018-013557PIC,10/04/2018 12:00:00 AM +0000,Consultation,,2133 BALBOA ST 94121,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,2133 - 2135 BALBOA,ADU / Legalization,DGANETSO,Planning
"35,709",2016-008515PRJ,06/29/2016 12:00:00 AM +0000,Under Review,,1049 MARKET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1049 MARKET ST,TO COMPLY WITH NOTICE OF VIOLATION #200711850. DEMO OF OFFICE WALLS ON 5TH FLOOR THROUGH 1ST FLOOR. SFAB-017,CASBAGH,Planning
60,2018-017158PRJ,12/21/2018 12:00:00 AM +0000,Accepted,,2373 PACIFIC AVE 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2373 PACIFIC AVE,INSTALL NEW EXTERIOR STORAGE UNIT,EGORDON,Planning
"14,141",2018-002857PRJ,12/21/2017 12:00:00 AM +0000,Open,,350 TERESITA BLVD 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,350 TERESITA BLVD.,Enlarge and center the front window.,VBYRD,Planning
"13,628",2018-003865PRJ,01/04/2018 12:00:00 AM +0000,Open,,1801 EVANS AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1801 EVANS AVENUE,"Increase tonnage. The materials expect to be handling will consist of wood, asphalt/concrete/brick/tile/dirt, metal, paper/cardboard, glass, aluminum, plastic, and other miscellaneous. All hazardous materials or other contaminants are prohibited from being delivered to our operation. This information is given to our customers both verbally and in written form.",VBYRD,Planning
"6,076",2018-009945PRJ,07/19/2018 12:00:00 AM +0000,Under Review,,248 03RD AVE 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,248 03RD AVE,"LEGALIZE GROUND FLR UNIT PER ORD# 43-14. EXCAVATION OF THE (N) GROUND FLR UNIT IN ORDER TO PROVIDE MINIMUM CEILING HEIGHT;
N) DECK AND SPIRAL STAIRS. (N) DOOR. LEGALIZATION OF 3RD UNIT UNDER PERMIT # 201807053839S",MCHANDLE,Planning
"38,059",2016-005805PRJ,05/04/2016 12:00:00 AM +0000,Under Review,,430 BROADWAY 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,430 Broadway - Restaurant - CB3P,Request for Conditional Use Authorization to establish restaurant Cafe' for Burgers and re-install equipment.,GPANTOJA,Planning
"73,044",2013.0253,03/01/2013 12:00:00 AM +0000,Under Review,,655 FOLSOM ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,655 FOLSOM ST,"Large Project Authorization request the property is currently occupied by a two-story commercial building occupied by a restaurant.  The project will include demolition of the existing building and construction of a new 14 story mixed use building including 89 dwelling units, ground floor commercial space of 2,300 sf and 36 below grade parking spaces.",MCHRISTE,Planning
"5,278",2018-010953PRJ,08/09/2018 12:00:00 AM +0000,Under Review,,101 SAINT MARYS AVE 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,101 SAINT MARYS AVE,CHANGE OF USE OF AN (E) OFFICE (277 SF) TO A COFFEE SHOP. NO CHANGE TO (E) RESIDENTIAL USE & UNITS. PROVIDE (N) ACCESSIBLE ENTRY W/ (N) WINDOWS,CCAMPBEL,Planning
"62,795",2014.1125,07/18/2014 12:00:00 AM +0000,Under Review,,4320 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4320 MISSION STREET,"Merging Lots 001, 045. Demolish existing single story restaurant. Constructing a new four-story mixed-use structure including 9 residential dwelling units, 2,070 sq.ft. first floor commercial space, 4 vehicle parking spaces and 9 Class 1 bicycle parking spaces in an off-street parking garage.",NTRAN,Planning
"5,673",2018-010548PRJ,08/01/2018 12:00:00 AM +0000,Under Review,,331 NORTH WILLARD ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,331 WILLARD ST,LEGALIZATION OF UDU ON GROUND FLOOR PER ORDINANCE# 43-14. 1 BEDROOM & 1 FULL BATH,DGANETSO,Planning
"6,061",2018-010007PRL,07/20/2018 12:00:00 AM +0000,Open,,1922 32ND AVE 94116,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1922 32ND AVE,Replace 2 front windows and 2 rear windows with Fibrex,LBARATA,Planning
"7,224",2018-008620PRJ,06/18/2018 12:00:00 AM +0000,Under Review,,689 14TH ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,693 14TH ST,"Conditional Use Authorization request for change of use to relocate an established Public Facility (DBA Castro/Upper Market Community Benefit District) to a 1,031 sf ground floor tenant space.",MCHANDLE,Planning
135,2018-017126PIC,12/20/2018 12:00:00 AM +0000,Consultation,,80 GAVIOTA WAY 94127,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,80 Gaviota Way,ADU c6,DGANETSO,Planning
"42,409",2016-000559PRJ,01/13/2016 12:00:00 AM +0000,Under Review,,1080 BUSH ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Academy of Art University (AAU),"Academy of Art University - Conversion of properties for use by Academy of Art University. Previous, current, and planned building improvements and changes of use to serve as campus facilities;",APERRY,Planning
"27,769",2017-000897PRJ,01/23/2017 12:00:00 AM +0000,Under Review,,1701 LA SALLE AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1701 La Salle Ave - Unit Legalization,"Legalize a second dwelling unit at the ground floor of an existing single-family two-story residential dwelling, per Section 207.3 (Ord No.43-14).",SJIMENEZ,Planning
"50,282",2015-009151PRJ,07/20/2015 12:00:00 AM +0000,Under Review,07/12/2018 12:00:00 AM +0000,2250 JENNINGS ST 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2250 JENNINGS ST,"DEMOLISH 1-STORY, TYPE 3, MODERATE-HAZARD STORAGE BUILDING.",XLIANG,Planning
"52,801",2015-006356PRJ,05/20/2015 12:00:00 AM +0000,Under Review,,336 PIERCE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,336 PIERCE ST,Reconstruction of an existing garage with dwelling unit in the rear yard.,MDITO,Planning
"13,338",2018-001010PRJ,01/17/2018 12:00:00 AM +0000,Under Review,,31 ROMAIN ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,31 ROMAIN ST,TO COMPLY WITH NOV# 201714432. NEW TRELLIS & SUN COVER @ (E) DECK.,GPANTOJA,Planning
"2,172",2018-014701PRJ,10/26/2018 12:00:00 AM +0000,Under Review,,26 HILL ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,26 HILL ST,EXPAND UNIT INTO EXISTING UNCONDITIONED GROUND FLOOR SPACE UNDER SECOND FLOOR DWELLING UNIT.,RSALGADO,Planning
"70,511",2013.0846,06/24/2013 12:00:00 AM +0000,Under Review,,"142 jasper, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,146 - 148 Jasper Place,Renovation of an existing two unit building and new construction of a two unit residential building on the same lot.,CGROB,Planning
633,2018-016490PIC,12/07/2018 12:00:00 AM +0000,Consultation,,379 GREEN ST 94133,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,383 GREEN STREET,2 ADUs c(4) - Preliminary Meeting,DGANETSO,Planning
"15,658",2017-013728PRJ,11/09/2017 12:00:00 AM +0000,Open,,1021 VALENCIA ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1021 VALENCIA ST,"SF Planning Design: Proposed project will have 20 dwelling units. Project would meet affordable housing component with 2 BMR dwelling units. Project would meet affordable housing component with 2 BMR dwelling units. Owner may decide to utilize 20% inclusionary in lieu fee instead of adding BMR on site. Fround floor would provide 3,400 sf +/- retail with a 750sf rear yared and potential restaurant infrastructure. 
State Density Bonus: Proposed project will have 24 dwelling units within a 6 floor building. Project would meet affordable housing component with 2 BMR dwelling units. Owner may decide to utilize 20% inclusionary in lieu fee instead of adding BMR on site. Fround floor would provide 3,400 sf +/- retail with a 750sf rear yared and potential restaurant infrastructure.",VBYRD,Planning
"1,577",2018-015437PIC,11/09/2018 12:00:00 AM +0000,Open,,381 TERESITA BLVD 94127,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,381 Teresita Boulevard,DU legalization of unit at ground floor per ord 43-14,MCHANDLE,Planning
"54,341",2015-004643PRJ,04/13/2015 12:00:00 AM +0000,Under Review,,305 KEARNY ST 94108,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,305 KEARNY ST,"INSTALL NEW VERIZON WIRELESS TELECOM FACILITY ON (E) BUILDING ROOFTOP CONSISTING OF 1 SMALL CELL CABINET MOUNTED TO (E) PARAPET WALL, 1 CANISTER ANTENNA CONCEAL WITHIN A 6' FAUX VENT PIPE & 4 RRUS MOUNTED TO THE PROPOSED ANTENNA PIPE MOUNTS.",OMASRY,Planning
"9,933",2018-005502PRJ,04/11/2018 12:00:00 AM +0000,Under Review,,80 LYELL ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,80 LYELL ST,REVISION TO PA# 201802272348. INSTALL NEW RESTROOM AT (E) STORAGE ROOM AT GROUND FLR. REF #200705242207,SJIMENEZ,Planning
"8,496",2018-007204PRJ,05/16/2018 12:00:00 AM +0000,Under Review,,754 35TH AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,754 35TH AVE,"Retain existing building in the rear, and construct a new two unit building in the front of the parcel. New construction of 4 story, 40 ft tall, approximately 5,986 square foot, two unit building.
CEQA Approval Action: Planning Commission Conditional Use Authorization 2018-007204ENV",LAJELLO,Planning
"45,484",2015-014840PRJ,11/09/2015 12:00:00 AM +0000,Under Review,,10 UNITED NATIONS PLZ 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,10 UNITED NATIONS PLZ,Major Modification to an existing Verizon Wireless Macro Wireless Telecommunications Services (WTS) Facility on rooftop of subject building.,OMASRY,Planning
"34,161",2016-010277PRJ,08/09/2016 12:00:00 AM +0000,Under Review,,609 MARKET ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,609 MARKET ST,FACADE WORK ONLY. ONLY FIRST FLOOR & MEZZANINE. NO INTERIOR WORK.,JVIMR,Planning
"1,922",2018-014932PRL,11/01/2018 12:00:00 AM +0000,Under Review,,920 LEAVENWORTH ST 94109,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,920 Leavenworth  - ATT Mobility PROW WTS Facility Installation,ATT Mobility is requesting approval for modification of existing Macro WTS facility,AWOODS,Planning
130,2018-017122PIC,12/20/2018 12:00:00 AM +0000,Consultation,,1250 TAYLOR ST 94108,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1250 TAYLOR ST,ADU c4 Intake,DWEISSGL,Planning
"6,489",2018-009488PRJ,07/10/2018 12:00:00 AM +0000,Under Review,,1253 VALLEJO ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1253 VALLEJO ST,ADD AN INTERNAL STAIR @ UNIT# 1253 TO ACCESS ROOF LEVEL. (N) STAIR PENTHOUSE PROPOSED TO ACCOMODATE ROOF ACCESS. PENTHOUSE WILL BE A CHANGE IN BUILDING ENVELOPE & HEIGHT,NTRAN,Planning
"62,392",2014.1212,08/08/2014 12:00:00 AM +0000,Under Review,,"1717 17TH ST, SAN FRANCISCO, CA 94107",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,415 DE HARO ST,Conditional Use Authorization request to change use from vacant retail space to a Formula Retail Limited Restaurant (Philz Coffee).,,Planning
"39,208",2016-004478PRJ,04/05/2016 12:00:00 AM +0000,Under Review,,589 TEXAS ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,589 TEXAS ST,"The Project includes demolition of an existing 1,587 sq. ft. one-story over high basement single-family dwelling, and new construction of a 5,127 sq. ft. three-story over high basement and 30-ft. 4-in. tall two-family dwelling.",XLIANG,Planning
"62,002",2014.1318,08/27/2014 12:00:00 AM +0000,Under Review,,"174 SAN CARLOS ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,174 - 178 SAN CARLOS ST,3 Unit Condo Conversion,,Planning
"49,628",2015-009832PRJ,07/31/2015 12:00:00 AM +0000,Under Review,,44 TEHAMA ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,44 Tehama Street,ERECT ONE ILLUMINATED ELECTRIC SINGLE FACED WALL SIGN.,CTOWNES,Planning
"72,456",2013.0339Y,03/21/2013 12:00:00 AM +0000,On Hold,,"222 02ND ST, SAN FRANCISCO, CA 94105",Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,222 02ND ST,Transfer of Development Rights (TDR),CGROB,Planning
"8,913",2018-006705PRJ,05/07/2018 12:00:00 AM +0000,Under Review,,1720 GOLDEN GATE AVE 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1720 GOLDEN GATE AVE,CONVERT REAR GARAGE @ REAR OF PROPERTY INTO (2) ADU. PROVIDE ACCESSORY STRUCTURE @ REAR PER ORDINANCE 162-16. GARAGE IS SEPARATE BUILDING,MCHANDLE,Planning
491,2018-016667PRJ,12/11/2018 12:00:00 AM +0000,Accepted,,3307 SACRAMENTO ST 94118,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3307 SACRAMENTO ST,Conditional Use Authorization for change of use that will include on site retail sales with existing real estate office.,MBOUDREA,Planning
"5,225",2018-011120PRL,08/10/2018 12:00:00 AM +0000,Under Review,,740 TENNESSEE ST 94107,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,740 Tennessee,Environmental review two building permit applications to determine whether CE can be issued. Ist application involved foundation reinforcement of existing residence.  Second application is to excavate out 900 cy to create full height basement.,SMORGAN,Planning
"6,573",2018-009384PRJ,07/06/2018 12:00:00 AM +0000,Under Review,,716 COLE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,716 COLE ST,REMOVE (E) REAR EXTERIOR STAIR SERVING (2) FLRS. REPLACE W/ (N) STAIRS SERVING (3) FLRS. ADD REAR DECKS ON (3) LEVELS. RAISE ROOF ON TOP 4TH FLR REAR BEDROOM TO INCREASE BEDROOM AREA WITHIN BLDG FOOTPRINT,EGORDON,Planning
